,S,K,T,r,sigma,value
0,67.45949978624459,89.33225098910299,2.32661293189338,0.013996350776646849,0.968117258798664,51.526549344996454
1,1.070367986622729,85.30969813440987,2.9200603051793372,0.04644311806111716,0.34035714673211287,73.42011983301599
2,63.542266810640115,90.9282211776963,2.4678430270568876,0.01379207665836063,1.0213973977433721,56.61181733198575
3,96.57365304692614,99.24925272226974,1.9277532535445399,0.0012339829526325202,0.6820740952429664,36.84279219515892
4,96.67703209649561,86.591403897079,4.086290760999996,0.00853933393786932,1.4374420938142023,70.48179592696465
5,62.19314957587423,88.96329666171704,2.2837014590225273,0.046837755945112934,0.7090120794152541,38.57142694310862
6,106.33825902102502,103.83418252619185,0.7495941222496499,0.02034630099476937,0.5292032395795881,16.92898329969274
7,90.37281703084122,104.27821027068259,1.1930060574319175,0.04486757320062821,1.2363561785922053,51.671352229485805
8,119.26513090022017,94.81640330492075,3.3461530678122493,0.0010713599254195665,1.0051809230408206,56.636906823852286
9,32.45441932418372,143.19628498793918,0.9554328231753152,0.04687668011796147,1.3853229602946369,110.21780687538605
10,136.74955212526038,80.60303884836,4.73757366161432,0.029675139607708206,0.15845171878998904,0.3318636866123983
11,103.27898127662995,78.17796156640729,4.583205403451609,0.029000019840141087,0.6674574053081805,29.20139094785042
12,83.8719449640416,102.30751951822559,1.0403609975953405,0.010545255349940667,0.32715532862043856,22.787175586346976
13,172.52985464939718,111.33205614621178,1.4138030805648856,0.006106330152713657,0.24425074434395916,1.0680947331664798
14,161.8840320864012,129.89534049581968,0.5298813936320801,0.023680447155201564,0.5441622827314824,9.723407695223898
15,132.18034265580516,100.7759258698224,1.0131980895039598,0.03813687185054252,0.8908689944019379,24.21123598403549
16,123.9188188567297,61.20096993823275,4.712728455236855,0.0013939749122585379,0.6637951748419721,21.934521413855762
17,81.68435183492761,128.1398290594925,3.8990314204217476,0.014921942386293938,0.0870547697295166,39.27883484114015
18,114.63944494712763,89.72853457982819,2.7488932154514583,0.02680422998256622,0.5195073966073369,19.428697146731878
19,6.847484246938332,134.76587432880854,3.1316923275319457,0.026836883397341745,1.1100807529497847,118.31769649865592
20,40.705298299129645,136.4469008379716,4.871607721429064,0.014508365498820161,0.3103659405842781,87.37517560206956
21,41.79568355858873,144.55019033188356,4.173586030819512,0.022890608525166594,0.5968784347914656,97.11010443820543
22,3.2164656475728157,76.16632118910329,1.1831548166400023,0.01920172329434968,0.3499958711804915,71.2389705408572
23,185.17403423320354,112.5763152249406,0.5228195950919108,0.03762454215777268,0.5818793511660673,3.1275461079413205
24,46.058681029108875,53.35922109123248,2.49715366070164,0.022498526643778362,0.26595823472796054,10.408074415486166
25,182.249941595344,78.7280227426026,3.289784531604239,0.003780149295430115,0.9386659183454908,33.460059897436004
26,98.12561885478489,105.33343656377265,0.9750576089506651,0.00200832446298483,0.10471552007939472,8.587900322214239
27,65.10422270348857,95.13557234795314,2.548080886103839,0.025904279672566196,1.3440503820434926,67.60563670868771
28,131.76897558303932,111.98625656060926,4.30326401903929,0.03839822402378334,0.8034547106582175,50.07973856513573
